dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
LONG,1297.55,1289.88,1320.57,0.13,2015-01-23 07:00:00+00:00,London,1289.88,sl,-100.70999999999799,2015,1,2015-01-23
SHORT,1238.89,1246.48,1216.12,0.13,2015-02-09 07:00:00+00:00,London,1216.12,tp,295.0100000000027,2015,2,2015-02-17
SHORT,1197.28,1204.66,1175.13,0.14,2015-02-24 08:00:00+00:00,London,1204.66,sl,-104.32000000000154,2015,2,2015-02-24
SHORT,1206.09,1213.58,1183.63,0.13,2015-03-03 08:00:00+00:00,London,1213.58,sl,-98.37000000000012,2015,3,2015-03-03
SHORT,1156.59,1163.94,1134.53,0.14,2015-03-12 08:00:00+00:00,London,1163.94,sl,-103.90000000000192,2015,3,2015-03-16
SHORT,1154.17,1159.03,1139.6,0.21,2015-03-17 06:00:00+00:00,London,1159.03,sl,-103.05999999999788,2015,3,2015-03-17
SHORT,1181.03,1186.98,1163.17,0.17,2015-05-07 08:00:00+00:00,London,1186.98,sl,-102.15000000000079,2015,5,2015-05-07
SHORT,1181.03,1186.44,1164.8,0.18,2015-05-11 11:00:00+00:00,NY,1186.44,sl,-98.38000000000146,2015,5,2015-05-12
SHORT,1182.65,1188.57,1164.89,0.17,2015-06-03 12:00:00+00:00,NY,1164.89,tp,300.9199999999999,2015,6,2015-06-05
SHORT,1173.35,1177.83,1159.92,0.22,2015-06-08 06:00:00+00:00,London,1177.83,sl,-99.5600000000004,2015,6,2015-06-09
SHORT,1172.62,1178.56,1154.79,0.17,2015-06-30 13:00:00+00:00,NY,1154.79,tp,302.10999999999876,2015,7,2015-07-07
SHORT,1155.13,1159.17,1143.02,0.25,2015-07-14 12:00:00+00:00,NY,1143.02,tp,301.7500000000032,2015,7,2015-07-16
SHORT,1144.89,1148.87,1132.96,0.25,2015-07-16 11:00:00+00:00,NY,1132.96,tp,297.2500000000016,2015,7,2015-07-17
SHORT,1095.83,1102.89,1074.65,0.14,2015-07-23 08:00:00+00:00,London,1102.89,sl,-99.84000000000242,2015,7,2015-07-27
LONG,1157.31,1150.38,1178.09,0.14,2015-08-24 07:00:00+00:00,London,1150.38,sl,-98.01999999999772,2015,8,2015-08-24
LONG,1145.96,1140.31,1162.92,0.18,2015-09-25 11:00:00+00:00,NY,1140.31,sl,-102.70000000000164,2015,9,2015-09-28
LONG,1134.95,1128.72,1153.64,0.16,2015-10-05 08:00:00+00:00,London,1153.64,tp,298.0400000000009,2015,10,2015-10-09
LONG,1175.6,1167.99,1198.42,0.13,2015-10-14 08:00:00+00:00,London,1167.99,sl,-99.92999999999871,2015,10,2015-10-19
SHORT,1089.67,1094.32,1075.72,0.22,2015-11-10 12:00:00+00:00,NY,1075.72,tp,305.900000000001,2015,11,2015-11-12
SHORT,1082.92,1087.85,1068.14,0.2,2015-11-13 07:00:00+00:00,London,1087.85,sl,-99.59999999999674,2015,11,2015-11-13
SHORT,1070.18,1076.01,1052.7,0.17,2015-11-23 08:00:00+00:00,London,1076.01,sl,-100.10999999999876,2015,11,2015-11-24
SHORT,1061.85,1065.42,1051.13,0.28,2015-12-31 06:00:00+00:00,London,1065.42,sl,-100.96000000000458,2016,1,2016-01-04
LONG,1090.38,1085.27,1105.71,0.2,2016-01-18 07:00:00+00:00,London,1085.27,sl,-103.20000000000256,2016,1,2016-01-19
LONG,1100.69,1094.02,1120.7,0.15,2016-01-21 13:00:00+00:00,NY,1094.02,sl,-101.05000000000108,2016,1,2016-01-22
LONG,1118.81,1114.18,1132.7,0.22,2016-01-27 07:00:00+00:00,London,1114.18,sl,-102.8599999999974,2016,1,2016-01-28
LONG,1127.37,1122.54,1141.87,0.21,2016-02-02 13:00:00+00:00,NY,1141.87,tp,303.5,2016,2,2016-02-03
LONG,1238.72,1227.38,1272.74,0.09,2016-02-12 13:00:00+00:00,NY,1227.38,sl,-103.05999999999926,2016,2,2016-02-15
LONG,1230.09,1219.91,1260.62,0.1,2016-02-19 06:00:00+00:00,London,1219.91,sl,-102.79999999999836,2016,2,2016-02-22
LONG,1235.86,1225.53,1266.85,0.1,2016-02-25 07:00:00+00:00,London,1225.53,sl,-104.29999999999929,2016,2,2016-02-26
LONG,1245.53,1236.66,1272.13,0.11,2016-03-01 06:00:00+00:00,London,1236.66,sl,-98.5699999999988,2016,3,2016-03-01
LONG,1270.02,1257.75,1306.83,0.08,2016-03-04 12:00:00+00:00,NY,1257.75,sl,-99.15999999999985,2016,3,2016-03-04
LONG,1267.69,1257.73,1297.58,0.1,2016-03-07 14:00:00+00:00,NY,1257.73,sl,-100.60000000000036,2016,3,2016-03-08
LONG,1256.8,1250.02,1277.14,0.15,2016-04-12 11:00:00+00:00,NY,1250.02,sl,-102.69999999999959,2016,4,2016-04-13
LONG,1250.67,1243.67,1271.67,0.14,2016-04-20 08:00:00+00:00,London,1243.67,sl,-99.00000000000001,2016,4,2016-04-20
LONG,1249.27,1243.91,1265.34,0.19,2016-04-27 11:00:00+00:00,NY,1243.91,sl,-102.83999999999811,2016,4,2016-04-27
SHORT,1204.99,1211.08,1186.73,0.16,2016-05-30 12:00:00+00:00,NY,1211.08,sl,-98.43999999999869,2016,5,2016-05-30
LONG,1271.5,1265.45,1289.64,0.17,2016-06-10 12:00:00+00:00,NY,1289.64,tp,307.38000000000176,2016,6,2016-06-14
LONG,1286.2,1279.83,1305.3,0.16,2016-06-14 13:00:00+00:00,NY,1279.83,sl,-102.92000000000189,2016,6,2016-06-15
LONG,1283.0,1277.44,1299.69,0.18,2016-06-15 08:00:00+00:00,London,1299.69,tp,299.420000000001,2016,6,2016-06-15
LONG,1319.61,1296.95,1387.59,0.04,2016-06-24 11:00:00+00:00,NY,1296.95,sl,-91.63999999999942,2016,10,2016-10-04
SHORT,1255.92,1261.29,1239.81,0.19,2016-10-11 12:00:00+00:00,NY,1261.29,sl,-103.02999999999793,2016,10,2016-10-12
SHORT,1253.67,1259.38,1236.54,0.18,2016-10-14 13:00:00+00:00,NY,1259.38,sl,-103.78000000000065,2016,10,2016-10-17
SHORT,1211.57,1217.48,1193.85,0.17,2016-11-21 11:00:00+00:00,NY,1217.48,sl,-101.47000000000139,2016,11,2016-11-21
SHORT,1187.2,1193.55,1168.16,0.16,2016-11-29 12:00:00+00:00,NY,1193.55,sl,-102.59999999999853,2016,11,2016-11-29
SHORT,1130.82,1135.69,1116.22,0.21,2016-12-20 14:00:00+00:00,NY,1135.69,sl,-103.27000000000248,2016,12,2016-12-20
